rms_0,variance_0,skewness_0,kurtosis_0,crest_factor_0,fft_energy_0,spectral_entropy_0,dominant_freq_0,rms_1,variance_1,skewness_1,kurtosis_1,crest_factor_1,fft_energy_1,spectral_entropy_1,dominant_freq_1,rms_2,variance_2,skewness_2,kurtosis_2,crest_factor_2,fft_energy_2,spectral_entropy_2,dominant_freq_2,rms_3,variance_3,skewness_3,kurtosis_3,crest_factor_3,fft_energy_3,spectral_entropy_3,dominant_freq_3,rms_4,variance_4,skewness_4,kurtosis_4,crest_factor_4,fft_energy_4,spectral_entropy_4,dominant_freq_4,rms_5,variance_5,skewness_5,kurtosis_5,crest_factor_5,fft_energy_5,spectral_entropy_5,dominant_freq_5,rms_6,variance_6,skewness_6,kurtosis_6,crest_factor_6,fft_energy_6,spectral_entropy_6,dominant_freq_6,rms_7,variance_7,skewness_7,kurtosis_7,crest_factor_7,fft_energy_7,spectral_entropy_7,dominant_freq_7,file_name,source
0.12461381908219489,0.006580792644491196,-0.02999276480060533,1.0691627552880787,5.777850359816877,5133067.423343999,3.420991542976,0.0,0.11749315326627814,0.004991162827718258,0.220115965079954,3.0658835930955854,5.96630509877178,4743344.544648,3.249236532940519,0.0,0.1304552822390205,0.008217044258871079,-0.09207326343968071,0.2094859555668589,5.16652133907804,5414801.960450001,3.7187634959207028,0.0,0.12164211343019993,0.00600745744399786,-0.05318261484126797,0.2922212028583129,4.357043663734252,4946367.5955,3.27324760505238,0.0,0.12888705027471,0.00836507686116934,0.03437157484715235,0.40543851957733956,3.848330755944774,5213234.507771999,4.806567857030674,0.0,0.1318211210655727,0.009117521733605864,-0.022223385658195222,0.7770628012971268,5.947453587617906,5375919.096980002,5.329921416849547,0.0,0.10902048975995292,0.0036101537109375,0.04660895632822837,0.7902499085116994,3.7882787036688,4228007.644622,2.678806553328209,0.0,0.1152674244979501,0.004406305274274349,0.008294801418333268,1.8079901941922039,4.086150112599776,4648723.549403999,3.1098447509283655,0.0,2003.10.22.12.06.24,1st_test
0.12381119580648291,0.006322701750860214,-0.07007492602776744,1.1615516080690735,5.282236353600683,5103565.94001,3.2928941553557953,0.0,0.11683251358448447,0.00483429507727623,0.12649825896311723,2.0010160038230644,4.9729307508442115,4711041.332352,3.1669718742956796,0.0,0.13148990760047422,0.008146501044311524,-0.10144053310086137,0.22938393773808308,4.905319436905147,5543335.038413999,3.5627065130765336,0.0,0.12218175577929996,0.005888884417333603,-0.03298679341486212,0.29164536124204865,5.115329989343258,5026421.530703999,3.145429073897949,0.0,0.12956208695061994,0.008414781333150862,0.0010971366195919896,0.4457176371791842,4.3685619218133125,5275954.788633999,4.743878415324826,0.0,0.13204902043872996,0.008908231908128263,-0.02882165215151703,0.6822767226064128,4.362016451542397,5445244.876436,5.137335885473366,0.0,0.1088995061577703,0.0035307219710922237,0.08516394109221063,1.2347026296422179,3.8567667975081545,4233619.42624,2.599363629520477,0.0,0.1092078942208678,0.00419183157729149,-0.053791927622465874,1.8731890659103883,5.741343186764392,4123188.8775040004,3.294462000873377,0.0,2003.10.22.12.09.13,1st_test
0.125246370877438,0.006434749767599106,-0.041645950337267784,0.9862855011841294,4.9741960197172315,5229994.353248001,3.2409557936481286,0.0,0.11838443959029993,0.004825209822938442,0.15105027090563086,1.9689512599196775,4.6374337829888255,4866284.234107999,3.04018875918232,0.0,0.13190562607202594,0.008142239637448787,-0.09207212245719794,0.20870083564632536,4.647261968951577,5590157.122504,3.527389809410531,0.0,0.12357231897790916,0.005943849513318539,-0.028980069776008126,0.17329600007190127,3.4959285641279836,5158207.124592,3.0674897747043426,0.0,0.1313388774598819,0.008429600197980404,0.05307168803592046,0.3897116646700143,4.575948958646943,5467304.391108001,4.606164741576726,0.0,0.1333003605877062,0.008846338810882568,0.019638942811412468,0.7504216106161659,4.651150205456123,5597641.01299,4.9829966089783415,0.0,0.11031920615239103,0.0035961459863281253,0.009609433087319,0.924708311156412,3.5895834773685857,4350228.543199999,2.5694107325898923,0.0,0.11369593903361006,0.004258001856076716,0.047138316064785836,1.4296947985108819,5.286028723451006,4528769.379112,3.0667374621716954,0.0,2003.10.22.12.14.13,1st_test
0.1251974606387471,0.006532607308290005,0.005161593911021142,1.034293509537969,4.7764547018079115,5204333.5476,3.4031856334193766,0.0,0.11900456965031322,0.005078750465002059,0.09949383388081105,1.745369512099682,4.495625681622969,4874886.72016,3.2227178958451237,0.0,0.13161419968450877,0.008149072808685303,-0.10579914095127005,0.18902378875599224,4.543582690766666,5556513.68707,3.6836014642415047,0.0,0.12275035959723296,0.0058565251365661625,-0.050403666220879745,0.3198307559352016,3.93481535362774,5091627.151422,3.181346827779072,0.0,0.13108278894879277,0.008535005321655274,-0.0236535372455152,0.26196161292893105,4.2110791508603755,5416945.502526,4.7456208130711435,0.0,0.1339691079129812,0.009313247021484375,-0.008528412620583492,0.6672126480333911,5.105654655353251,5574302.836408,5.249548102590465,0.0,0.11103715286518405,0.0035898479124450685,-0.03725855560667609,0.6526669576826394,3.5393558777864746,4418386.777624001,2.5661818870565467,0.0,0.11441291870587374,0.004395873523499965,0.021105567005503652,1.3781844935484138,4.588642659233055,4568470.0363,3.1311116488662645,0.0,2003.10.22.12.19.13,1st_test
0.12561814016563005,0.006729618672883511,-0.06019562911077546,1.1101636617292412,4.959474791480071,5207246.833012001,3.5085188467162816,0.0,0.11968849195900948,0.005206045677831173,0.09588398382267455,1.1811601969963688,4.486646884441032,4916622.9254600005,3.257336882379945,0.0,0.13077881512817022,0.007896349288728238,-0.09198073942291451,0.2608572527887576,5.543711332260428,5517572.689892001,3.600130280286903,0.0,0.12186588788051497,0.0057827686427211755,-0.04449319937716858,0.34082436744566325,4.685478516279278,5016341.501759999,3.1669683393258574,0.0,0.13130738905302275,0.008451423473489286,0.027080474594086086,0.32619163438186893,4.013483196942144,5459262.799039998,4.6583715607209415,0.0,0.1332806458808114,0.009033127661094665,-0.0248282527245403,0.47530327852300047,4.674347092297963,5556258.345856001,5.123331985647221,0.0,0.1101903056842882,0.0035111759345793727,0.03651447444358593,0.6355755113658592,3.412278397122055,4356336.416123999,2.5480085504032357,0.0,0.1142575622326319,0.004392852880249023,0.008626086773313104,1.4976534755139905,4.568625387616178,4554315.889248001,3.144160665897639,0.0,2003.10.22.12.24.13,1st_test
0.12598810610870922,0.0066795734197592745,-0.05418269738284589,1.094878105931298,4.476613046835465,5256808.186267998,3.454401278052035,0.0,0.11928294573231384,0.0051618572844862945,0.11887084625439245,1.9704103978912233,5.893549954645375,4885300.961572001,3.2624176750521148,0.0,0.13043177844423118,0.008076180822410583,-0.048990764537584025,0.2270896132264486,5.374457113319829,5441762.215552001,3.7096171069697186,0.0,0.12171570960580129,0.005818673118553161,-0.03499562150279656,0.1434839741821543,3.5081749186863433,4993239.500159999,3.2045192786007846,0.0,0.13171370523405823,0.008748772447087765,-0.014676552606726477,0.32404101538282637,3.963141107268071,5441737.739532001,4.819730171989812,0.0,0.134084314950053,0.009273567733764648,0.0624604687190815,0.5889135713818496,4.16901857455384,5595814.344831999,5.182837144850507,0.0,0.12004629722137414,0.003434602037343979,0.006677771742101784,0.687222692847389,3.3320477926042655,5324154.716895998,2.0886587891264288,0.0,0.11372880640475394,0.004277519957113266,-0.005512010552222161,1.1280423344947472,3.7809242285684737,4527953.092057999,3.0932991078523444,0.0,2003.10.22.12.29.13,1st_test
0.1254834547345162,0.006611843456552029,-0.020952986674581734,0.8877725171466064,5.315441791745529,5217787.46798,3.3361438429358583,0.0,0.118342742024358,0.005010723522481918,0.05881882821147196,1.0375284236063091,4.22501617779471,4823057.791458,3.168892027846345,0.0,0.13157663299979408,0.008220080162010193,-0.08325468593673271,0.12525238726613486,4.544879937355198,5537444.710728,3.5520955866138197,0.0,0.12223013362672173,0.005896567046966552,-0.04182868250693889,0.20562393809453683,3.796117911785948,5029632.19323,3.099478436952784,0.0,0.13103284248823602,0.008492219373681545,0.017206062062929482,0.24683324718305544,3.876890632651265,5420477.741784001,4.6531752937944875,0.0,0.13300252765748946,0.00905124061733246,0.012688336684931684,0.43614816996547834,4.481117840758021,5521395.425736001,5.129604422177106,0.0,0.06614774353376973,0.004031448646924496,-0.013039508689516671,0.6141699719688338,5.019067647086112,989606.2917399999,9.6294708738631,0.0,0.11268439142273655,0.004187529393577576,-0.06830509056320304,1.2382990766703248,4.13544408149885,4447267.180917999,3.0739958323110828,0.0,2003.10.22.12.34.13,1st_test
0.12507391310834717,0.006436734542634487,-0.014220339063819237,0.8999733665365781,4.821149227141611,5211467.540643998,3.268951040513924,0.0,0.11872070732461229,0.005032867863426209,0.05418880506218649,1.2941793131865538,4.253680852775202,4856230.222015999,3.1620493927182274,0.0,0.13001018946695822,0.00787834515260458,-0.06986409570324577,0.13907963677916957,4.715015046449809,5437189.095368002,3.5009290920987826,0.0,0.12213844003898303,0.005845180224523545,-0.03471738982453482,0.3333878886410231,4.814209182063457,5030965.487506001,3.107680724452152,0.0,0.13077409347952149,0.008399515400350093,0.04980565918762678,0.6912253543166456,4.763940494232249,5411535.208032,4.641069781667879,0.0,0.13356827425222934,0.009180654717864991,-0.03428867306977225,0.7963561469012648,4.529518726913927,5557299.378199998,5.200013866395064,0.0,0.11574464017186985,0.003411298906877041,0.023816019942675203,0.8683107123762537,3.438604146724611,4903455.4591,2.2058829398373,0.0,0.11333266117869001,0.004215388020238875,-0.014278677012827274,1.4840469164743642,4.694145482843544,4503054.826418,3.0559683072964474,0.0,2003.10.22.12.39.13,1st_test
0.12539559920040305,0.00653068301872015,-0.020718380969497144,0.9381210258007915,5.550434017485993,5225560.25602,3.3490859002696136,0.0,0.1191778157117024,0.005155998089447021,0.13319661975282027,1.6677801564616024,4.858286721035429,4875779.607693999,3.2560639508208773,0.0,0.13122485659463015,0.007869488491477967,-0.06398046178192467,0.12418461281358129,4.648509553487375,5572213.167944,3.5184874292027177,0.0,0.12252054116682842,0.005777856027212143,-0.056391862302055194,0.2353506354821442,3.9095485136392054,5084454.896994002,3.0822756731575303,0.0,0.1309602392993528,0.008294285523366928,0.035391632673236785,0.34234900949258096,4.383009703041491,5454023.108089998,4.587321581476164,0.0,0.13209776634389725,0.008761495490205289,0.0008154935434157532,0.6014933242825506,5.2461144397496025,5481041.367448,5.0556601598494675,0.0,0.08290687605775682,0.003635562235069274,-0.08103604461253294,0.8074034248553663,4.679949576941074,2120526.628358,4.835067479740941,0.0,0.11284862280915028,0.0041256630221152306,0.04393874739800932,1.5150450896740173,4.475021378032716,4476137.897104002,3.0095649007638796,0.0,2003.10.22.12.44.13,1st_test
0.12482766323140276,0.006600977606811523,0.01296544461943414,0.9224247392182132,5.006902983841799,5151213.2427199995,3.453088484846781,0.0,0.1187240327282797,0.005103013395688534,0.09599633040865738,1.5031285576925777,4.506248543408346,4841640.745040001,3.2363980491601154,0.0,0.12981735535726002,0.007837275061986447,-0.08520169476147,-0.010146136731359334,3.7822369610791577,5424841.128167999,3.622836105291452,0.0,0.12163743091503279,0.005740869051930905,-0.015023709700607632,0.18646886268966156,4.455865233893471,5001790.233379999,3.1785084417273866,0.0,0.1310096320185681,0.008459736117436886,0.03539132403668514,0.439724761016167,4.083669203160627,5424751.883324001,4.69772321362471,0.0,0.13321766801108817,0.009135179570159913,0.032003171967537554,0.7637435810846296,4.931778264217459,5527412.686638,5.201351608769309,0.0,0.09949581664219294,0.0035790510736823087,-0.02647159202171808,0.957007516301084,3.9800668306094655,3401509.716840001,3.2310616349703936,0.0,0.11358674905351801,0.004352644683835507,0.029972529585264373,1.220830107032623,4.084983534240262,4498593.933139999,3.1558893024633017,0.0,2003.10.22.12.49.13,1st_test
