rms,variance,skewness,kurtosis,crest_factor,fft_energy,spectral_entropy,dominant_freq,RUL,bearing_id,domain
0.5706827805349517,0.32566555099047817,0.023040915999465516,-0.023937974291488473,3.3542750434659645,170750.01161947625,7.012373024054969,1200.0,0.999737739312877,Bearing1_1,XJTU
0.564911939151422,0.3190728683177402,0.028450099853279377,-0.05175645557277386,3.4158046855701745,167329.05515757372,7.402009126903827,1175.0,0.999475478625754,Bearing1_1,XJTU
0.5619287879006284,0.3148394354173125,0.08624686466248424,0.09861406115502414,3.3512662620330027,166033.44972429736,6.760134632962162,1200.0,0.999213217938631,Bearing1_1,XJTU
0.5807758119628963,0.3372168483217093,-0.043760223821310056,-0.13666848139764332,3.598369785344068,176886.5028176169,7.183945845136401,1175.0,0.998950957251508,Bearing1_1,XJTU
0.598640546243882,0.35763596184133706,0.048794152442937,0.1536951898742589,3.4824238810205226,188265.69474948646,7.160373063117459,1200.0,0.998688696564385,Bearing1_1,XJTU
0.5597715386885883,0.3131276695896674,0.14618751755209974,-0.3672761450036024,3.3637128685203086,164373.00285574608,7.0816297810542626,1200.0,0.998426435877262,Bearing1_1,XJTU
0.5815766253761249,0.3381466761227112,0.04927661357930121,-0.04100856053125446,3.2460010025001784,177374.96323661588,7.165479794058977,1175.0,0.998164175190139,Bearing1_1,XJTU
0.5886383512922533,0.3455994146370264,-0.061631344550557896,-0.049353177633704615,3.4041492287710344,182057.1179353597,6.963953702719966,1200.0,0.997901914503016,Bearing1_1,XJTU
0.5601171354048448,0.3137311555440544,-0.006911482051750553,-0.059891260497800136,3.198163311922351,164423.87099975327,7.092887249108001,1175.0,0.997639653815893,Bearing1_1,XJTU
0.5723277081138719,0.3275093650759466,0.019252823180351653,0.07587079673740282,3.231033961416309,171524.92317093269,7.217717257486331,1200.0,0.99737739312877,Bearing1_1,XJTU
0.5513768129149066,0.3027293292069463,-0.1051291249176704,0.011558414604621703,3.4607388846777867,160066.56294026156,7.401816516839996,1175.0,0.997115132441647,Bearing1_1,XJTU
0.5456906783504195,0.2977276482873624,-0.04139396087825924,-0.02817918963056698,3.424119780793773,156144.92134442407,6.900030009457264,1200.0,0.996852871754524,Bearing1_1,XJTU
0.5924087291906772,0.35092860696352374,-0.07291764743498436,0.0563699235980355,3.4647657384656427,184008.0960141087,7.457801396020702,1175.0,0.996590611067401,Bearing1_1,XJTU
0.5700470331318417,0.3242603074878616,-0.0005421796573316026,-0.21739446040119015,3.2954884802985456,170620.98166817863,7.013930127894971,1200.0,0.996328350380278,Bearing1_1,XJTU
0.5645004759487062,0.31856668620326967,0.07861610493926967,0.29460993900048704,4.1706533205987455,167112.99649322964,7.196676771683972,1175.0,0.996066089693155,Bearing1_1,XJTU
0.5594017959483155,0.31264317489353455,-0.028761704096265592,-0.06607664668328983,3.3201406667806133,164202.40312775815,6.932564595955723,1200.0,0.995803829006032,Bearing1_1,XJTU
0.5361177729306685,0.2872863014102137,-0.005854276475172371,-0.061274851579797396,3.4201992554524105,150760.97251269154,7.364121243202222,1175.0,0.9955415683189089,Bearing1_1,XJTU
0.5626044273424791,0.3163198025586841,0.006523098539168303,-0.03321472982811624,3.3210522874780524,166055.01079658698,7.316571801546287,1200.0,0.995279307631786,Bearing1_1,XJTU
0.5180861387667436,0.26757395454053845,-0.04536276393336649,-0.10698665699017651,3.5820807364738,141160.14355414145,6.9801794782131985,1200.0,0.995017046944663,Bearing1_1,XJTU
0.5690487272670757,0.32381400097051305,-0.11245440518854925,0.0302101647626829,4.017050951607601,169771.642328162,7.2372718279219495,1200.0,0.99475478625754,Bearing1_1,XJTU
0.5918944183099135,0.35019617877710946,-0.07248874167526032,0.21505522226987095,4.053476310525636,183742.54805706718,7.4054950164973325,1200.0,0.994492525570417,Bearing1_1,XJTU
0.5577920924331653,0.31012355068651765,0.1198983408641437,0.28876092706609713,4.535531103023243,163643.0027594605,7.52960102295155,1175.0,0.994230264883294,Bearing1_1,XJTU
0.5259862567271274,0.2765595412823481,0.08342778845643987,0.19069948591450459,3.678677222645559,145004.18641864255,7.208891717621809,1200.0,0.993968004196171,Bearing1_1,XJTU
