rms,variance,skewness,kurtosis,crest_factor,fft_energy,spectral_entropy,dominant_freq,file_name,source,domain
0.12355109200442337,0.006449114293769598,0.011216830499599999,1.1591883767022089,5.316930115350237,5059395.3809855,3.4155597942224007,0.0,2003.10.22.12.06.24,1st_test,IMS
0.12357884319268539,0.006298095572445392,-0.019500998395093425,0.9208992277180674,5.0689541326733245,5096090.9603699995,3.2920004041564894,0.0,2003.10.22.12.09.13,1st_test,IMS
0.12477718887941826,0.006336512185326218,-0.0029119679162107467,0.8343083992055084,4.438705083946404,5211160.708613,3.2190060342363305,0.0,2003.10.22.12.14.13,1st_test,IMS
0.12464164739270052,0.006404238929635883,-0.0128868448450794,0.8221293915822112,4.437619606956321,5181840.276563,3.372712955321269,0.0,2003.10.22.12.19.13,1st_test,IMS
0.1244878337833312,0.006403695570541025,-0.025196396022046,0.7232513697400077,4.918827881115202,5164445.987531001,3.383238587177247,0.0,2003.10.22.12.24.13,1st_test,IMS
0.12435463497276388,0.006434071161302328,-0.0048245592922085065,0.858965522807781,4.813198758371753,5144277.715887999,3.4077388346686632,0.0,2003.10.22.12.29.13,1st_test,IMS
0.1244082408463475,0.006434803547002673,-0.021804381726695347,0.5640443165283968,4.470363954670346,5151980.540849,3.289152473587202,0.0,2003.10.22.12.34.13,1st_test,IMS
0.12398581248472518,0.0062982819457972055,-0.01615325488235333,0.6666550512858311,4.65101357710752,5133963.0863835,3.2599025624457716,0.0,2003.10.22.12.39.13,1st_test,IMS
0.12457970316839101,0.00633350640671432,-0.0019735213251641844,0.7413591076395298,4.741694701412,5189501.982163,3.301478238362685,0.0,2003.10.22.12.44.13,1st_test,IMS
0.12375162055799382,0.006320533779104352,0.0021840926415034683,0.6504690057172733,4.437813430555693,5104871.337327,3.3727077702564334,0.0,2003.10.22.12.49.13,1st_test,IMS
0.12407210829742281,0.0063727027049124245,-0.03217140572863267,0.5022917815565849,4.244287100142902,5127360.263219498,3.3895481391781415,0.0,2003.10.22.12.54.13,1st_test,IMS
0.12416210720474488,0.006380744270865917,-0.009234815597144895,0.5384679859402983,4.359561152767315,5135661.7950450005,3.3279631419353635,0.0,2003.10.22.12.59.13,1st_test,IMS
0.12349796099695982,0.006220830786347986,-0.021938387910445965,0.6816051999259508,4.582874700645664,5099656.635860002,3.2424540237406445,0.0,2003.10.22.13.04.13,1st_test,IMS
0.12372530594684822,0.006239937436552048,-0.007672876652528662,0.6641723256483649,4.498604552528009,5119388.539965501,3.2916945301470824,0.0,2003.10.22.13.09.13,1st_test,IMS
0.12349827474428429,0.006237851385797262,-0.026941832731714018,0.5410979233378017,4.699809326397205,5096626.7544639995,3.3026907440568674,0.0,2003.10.22.13.14.13,1st_test,IMS
0.12596331589640805,0.006825487097839713,-0.031709745431031486,0.623799270929552,4.797055027888999,5229059.857582999,3.5877150213635165,0.0,2003.10.22.13.19.13,1st_test,IMS
0.12464435862367196,0.006457150544664264,-0.016860598704065734,0.617965129947371,4.553403342480774,5172150.0947090015,3.408549904435254,0.0,2003.10.22.13.24.13,1st_test,IMS
0.12545790283932187,0.006619038541432023,0.000682270438369291,0.965543687533768,4.91150566451826,5221747.5459375,3.490244131970628,0.0,2003.10.22.13.29.13,1st_test,IMS
0.12488843389703397,0.006549407422560454,-0.029596654123723636,0.5961633060595298,4.3593448198488,5176552.011926001,3.3797242302512407,0.0,2003.10.22.13.34.13,1st_test,IMS
0.12471896119019492,0.006486681673892736,-0.037836927591967454,0.6114616885786528,4.1378387737831925,5171035.285961,3.3909150286079406,0.0,2003.10.22.13.39.13,1st_test,IMS
0.12490674650955517,0.0064979291541725406,-0.0010506244484950484,0.9386464684976225,4.630119837307811,5190863.4531195,3.376247284308854,0.0,2003.10.22.13.44.13,1st_test,IMS
0.1254641957816244,0.006708579825068712,-0.006268973595718919,0.6569666780107359,4.359262854734887,5202534.019629501,3.4946179950578347,0.0,2003.10.22.13.49.13,1st_test,IMS
0.12489884321805494,0.006622765915848613,0.008938084913923956,0.6419538729424857,4.7035332027682255,5163519.013784001,3.414827298898458,0.0,2003.10.22.13.54.13,1st_test,IMS
0.1256168836945535,0.006786494296654462,-0.05389004302688781,0.6427153672650312,4.656093329894205,5202479.7020555,3.5640004812464996,0.0,2003.10.22.13.59.13,1st_test,IMS
0.12447440914751667,0.006711370917189718,-0.005219046840191373,0.5442688863845516,3.8938398634952587,5099817.264699001,3.5262081484574024,0.0,2003.10.22.14.04.13,1st_test,IMS
0.12448721348665956,0.006560910990800262,-0.012436020855758801,0.7999223052844375,4.566578107587415,5134580.643666,3.420442304436014,0.0,2003.10.22.14.09.13,1st_test,IMS
0.12459070114754242,0.006547830832577348,0.010515655572041756,0.6254912787712852,4.35547068209641,5146312.585140001,3.372837699984588,0.0,2003.10.22.14.14.13,1st_test,IMS
0.1250784813520218,0.00658150359079957,0.011858183884218665,0.791772109040243,4.472776161219291,5191907.3431204995,3.4101887208462234,0.0,2003.10.22.14.19.13,1st_test,IMS
0.12514000250253057,0.006641840603285432,-0.03418722014797925,0.6774088844594537,4.751697235978105,5184725.947536,3.521812113936681,0.0,2003.10.22.14.24.13,1st_test,IMS
0.12501932589753675,0.006566022920134664,-0.018529833354179216,0.7257668972745381,4.7013766516940345,5186455.5489765,3.4273186210990088,0.0,2003.10.22.14.29.13,1st_test,IMS
0.12465173445021907,0.006473136452944278,-0.022245842963662107,0.9021454248167727,4.687100239949237,5169682.6009725,3.3642922523018477,0.0,2003.10.22.14.34.13,1st_test,IMS
0.1246223100748118,0.006551339752690792,-0.008530520194994593,0.5901946560853928,4.11699705812728,5150191.269750501,3.434043390595799,0.0,2003.10.22.14.39.13,1st_test,IMS
0.12530508399000936,0.006662813255112767,-0.0036606632174599908,0.7687533332198151,4.443902035693934,5197731.6326545,3.4424100069003347,0.0,2003.10.22.14.44.13,1st_test,IMS
0.12445034226811491,0.006485485925713777,-0.0196906804040933,0.7100943367680054,4.4859383427261506,5143947.411852,3.4410922756780566,0.0,2003.10.22.14.49.13,1st_test,IMS
0.12454985046651529,0.0065074413755166535,-0.01051047466042582,0.6520656501569734,4.356114527022508,5151313.480339,3.424483894842045,0.0,2003.10.22.14.54.13,1st_test,IMS
0.12457973555008225,0.00642699281190753,-0.030576737244000923,0.778483745027623,4.770102240088618,5172511.2892350005,3.2959551014058563,0.0,2003.10.22.14.59.13,1st_test,IMS
0.12469538024165412,0.006487920459398031,-0.01316685730824685,0.6513158299596801,4.663496541373174,5171074.99147,3.303195621464127,0.0,2003.10.22.15.04.13,1st_test,IMS
0.12407983298484479,0.0064692095522058,0.020921337944425578,0.8872789839908986,4.520497743506626,5109785.297902001,3.456805877162826,0.0,2003.10.22.15.09.13,1st_test,IMS
0.12434200733143119,0.006416957264925242,-0.005041018797505039,0.8093199979704089,4.703867436462746,5147237.696787501,3.390933370586915,0.0,2003.10.22.15.14.13,1st_test,IMS
0.12460731680767134,0.006489800777700543,-0.02235131880971719,0.7134077360505403,4.478607363220038,5160606.95286,3.432417825335146,0.0,2003.10.22.15.19.13,1st_test,IMS
0.12430849196632565,0.0063089814247006175,-0.0022815288725670305,0.524875625632522,4.233812706549607,5166737.1763845,3.2726610252872366,0.0,2003.10.22.15.24.13,1st_test,IMS
0.1244083118642203,0.006445483089390398,0.006500315874646571,0.675387849824676,4.454333632528559,5148290.504257001,3.3278137152236833,0.0,2003.10.22.15.29.13,1st_test,IMS
0.1238728876538739,0.006478531530566812,-0.03345510759449079,0.6553365149805642,4.401314037882807,5086012.6829885,3.4168267978611855,0.0,2003.10.22.15.37.48,1st_test,IMS
0.12427112765000864,0.006309927008512021,0.0035181321143985082,0.7720329129048263,4.375730162011914,5163157.218434,3.3914272747953325,0.0,2003.10.22.15.44.13,1st_test,IMS
0.12472701001523107,0.0064340638849717385,-0.0011485866166790065,0.7761875566058234,4.788602735065309,5184423.6626015,3.326111524899427,0.0,2003.10.22.15.54.13,1st_test,IMS
0.12450734196935714,0.0063936286986023185,-0.023277265041538302,0.7021846713163539,4.679597318109682,5169858.502591001,3.429742482635542,0.0,2003.10.22.16.04.13,1st_test,IMS
0.12443346426935052,0.006441971440536976,-0.004982238454118781,0.4935256394851696,4.008396457459045,5151792.8659755,3.3578683384029953,0.0,2003.10.22.16.14.13,1st_test,IMS
0.12480003872390173,0.006576114695084692,-0.015280450401917766,0.7852279363150678,4.537936277468352,5162663.714366,3.4389490007026238,0.0,2003.10.22.16.24.13,1st_test,IMS
0.12476237022601941,0.006510528551501036,-0.006965274038250443,0.8035052729103747,4.64532027027621,5173209.980236,3.445012589949539,0.0,2003.10.22.16.34.13,1st_test,IMS
0.1242947268803222,0.0063631660857021806,-0.0286777585683051,1.001700949215334,5.143990294165698,5154767.785886001,3.327784595746909,0.0,2003.10.22.16.44.13,1st_test,IMS
0.12536356573503643,0.006714146318762898,0.0011151896096990004,0.7493033201468401,4.695147733168804,5190648.5399365015,3.5556899431892983,0.0,2003.10.22.16.54.13,1st_test,IMS
0.12608218495104412,0.006844446493086815,-0.0014718932946791894,0.681042492299912,4.3204183107804015,5237641.5468155,3.5316601038803044,0.0,2003.10.22.17.04.13,1st_test,IMS
0.12491456641649233,0.00657003310565114,-0.03234295492607651,0.823553098480829,4.487592794983001,5175295.52044,3.475849935514631,0.0,2003.10.22.17.14.13,1st_test,IMS
0.12313739106533654,0.006352101251389981,-0.02087820227188664,0.7338997472354688,4.780965628046537,5036870.9856015,3.4328735138007715,0.0,2003.10.22.17.19.38,1st_test,IMS
0.12545421194287884,0.006673930958396793,-0.02202382840185872,0.5650670111061458,4.285808279108917,5209011.3969035,3.50929381113136,0.0,2003.10.22.17.24.13,1st_test,IMS
0.12659415201175606,0.006756607130053639,-0.026020675152119425,0.5523253036362841,4.420507696431974,5310612.20331,3.447912033001094,0.0,2003.10.22.17.34.13,1st_test,IMS
0.1245654182769527,0.006437540919378997,-0.030435643290681616,0.5986036577116274,4.265675214992868,5164739.501769,3.3643577371344784,0.0,2003.10.22.17.44.13,1st_test,IMS
0.12432228721782689,0.006359131468906999,-0.013286144847085303,0.6218152294300352,4.45328196624525,5156527.393303501,3.3586032943858575,0.0,2003.10.22.17.54.13,1st_test,IMS
0.12384985626761252,0.006348195084654093,-0.01718173106606397,1.0615804748822661,5.123950077945856,5108101.514781501,3.406653222368804,0.0,2003.10.22.18.04.13,1st_test,IMS
0.1233693253811014,0.0061856964413744215,-0.009407614774285124,0.5483985541111436,4.026092858470675,5094995.250308,3.22146992401663,0.0,2003.10.22.18.14.13,1st_test,IMS
0.12558048197274524,0.006799845006251335,-0.014232942672317499,0.6145238459783546,4.604092090877499,5194539.7096575005,3.6170515432439103,0.0,2003.10.22.18.24.13,1st_test,IMS
0.12408383868297748,0.006317339669182896,-0.02548523309201093,0.7940857581603644,5.060664151526093,5140935.190363001,3.3212427794794888,0.0,2003.10.22.18.34.13,1st_test,IMS
0.1244016283680473,0.006421823859466911,-0.00630314728913081,0.7861363045020276,4.529612021763053,5152365.947778501,3.3784243920310186,0.0,2003.10.22.18.44.13,1st_test,IMS
0.1250045418412616,0.00657854780507505,0.0023619242678425325,0.6467347603112177,4.504422657175898,5183697.470609001,3.411271318528301,0.0,2003.10.22.18.54.13,1st_test,IMS
0.12656859218494912,0.007048566298319101,-0.01113279281165402,0.7865473279123744,4.493083568884026,5249730.1954235,3.692685818811409,0.0,2003.10.22.19.04.13,1st_test,IMS
0.12736470956167564,0.007207125300260187,-0.038171280921052826,0.7317937853970128,4.705314742224783,5300455.461862,3.785186751913805,0.0,2003.10.22.19.14.13,1st_test,IMS
0.1258954643905206,0.006825206151846051,-0.021125402895906323,0.6284434412609861,4.739817191418343,5223438.1906435,3.6155920334698823,0.0,2003.10.22.19.24.13,1st_test,IMS
0.1266791674049136,0.007017131221736074,-0.02877172695905443,0.7391266728526512,4.62101488064937,5268434.7956765,3.6439832244812522,0.0,2003.10.22.19.34.13,1st_test,IMS
0.1261917707465885,0.006884746943952441,-0.016745931559533973,0.9624679208645961,4.737595653678994,5243979.794478999,3.6796495679853725,0.0,2003.10.22.19.44.13,1st_test,IMS
0.12609951212660586,0.006907713093150258,-0.02108234467896782,1.0178215852441257,5.154158424837431,5231565.656897001,3.662656928812701,0.0,2003.10.22.19.54.13,1st_test,IMS
0.12633114851678218,0.007060955576575994,-0.01978714292413164,0.6566121179945213,4.8620220382737065,5220616.4078935,3.7636330325932033,0.0,2003.10.22.20.04.13,1st_test,IMS
0.12588849086781315,0.0068578622369432456,-0.0261461708023613,0.7296957521968402,4.5692028574287775,5218626.973222501,3.63528888442457,0.0,2003.10.22.20.14.13,1st_test,IMS
0.12605196292407406,0.006885631312890649,-0.02419710636125997,0.6354112462350299,4.428207174329158,5229547.69017,3.6476213589747455,0.0,2003.10.22.20.24.13,1st_test,IMS
0.12628603773225097,0.00694934993119061,0.0010982361204651923,0.7200363352215238,4.4955311855460165,5238586.121654501,3.676300217280885,0.0,2003.10.22.20.34.13,1st_test,IMS
0.1260612384884933,0.00687014818985343,-0.017523864782068865,0.8596143934527333,4.467009022518729,5234465.894513501,3.6520176315132944,0.0,2003.10.22.20.44.13,1st_test,IMS
0.12705357129309616,0.0071323202308666706,-0.019943289652333857,0.8576545319010397,4.839954008507355,5284263.088873001,3.741994565574709,0.0,2003.10.22.20.54.13,1st_test,IMS
0.12562521456425704,0.006852448194621205,-0.015364101553839563,0.9800342943208821,4.973135623803343,5191628.535315501,3.5780601677962456,0.0,2003.10.22.21.04.13,1st_test,IMS
0.1261938620784417,0.0069147788371115935,-0.022381873639540757,0.8032566235559624,4.55043560059695,5238344.5165,3.6810121135582543,0.0,2003.10.22.21.14.13,1st_test,IMS
0.12576374059254355,0.006841356842657327,-0.014195935333750988,0.8352848844663947,5.219572649845093,5207698.772330501,3.63931878605299,0.0,2003.10.22.21.24.13,1st_test,IMS
0.1268614156422494,0.0070643390123903745,-0.01945575940967828,0.8363058443728899,4.857788824435391,5277981.241109501,3.6028519338723113,0.0,2003.10.22.21.34.13,1st_test,IMS
0.1267727237835403,0.0070581746372449395,-0.01141107796749321,0.6612345546632543,4.339010522854184,5268529.2518595,3.7353980023388615,0.0,2003.10.22.21.44.13,1st_test,IMS
0.12560062077310155,0.0068099461977785825,-0.037142086303149684,0.636702600478295,4.674127068660212,5198544.692050001,3.6553551497053,0.0,2003.10.22.21.54.13,1st_test,IMS
0.12669749037435724,0.0070786846515214445,-0.0436119169331141,0.901726318029323,5.380848729320542,5257595.440663501,3.61619910907947,0.0,2003.10.22.22.04.13,1st_test,IMS
0.12679053181704564,0.007022510754655599,-0.032399790808910235,0.732359655422287,4.499436366194376,5279568.102798001,3.6447374717578698,0.0,2003.10.22.22.14.13,1st_test,IMS
0.12629865034221938,0.006943315901029109,-0.011500875653783993,0.6323940713560264,4.357579986469029,5245913.7347,3.661820633295882,0.0,2003.10.22.22.24.13,1st_test,IMS
0.12617089625355715,0.006916583303143977,-0.011606470453534648,0.9379371389977186,5.090768176083733,5235432.862885999,3.7081709814572412,0.0,2003.10.22.22.34.13,1st_test,IMS
0.12653215561706962,0.007067459918038845,-0.01356583480377166,0.6683711712785725,4.409615018319688,5242083.298008,3.747696530638404,0.0,2003.10.22.22.44.13,1st_test,IMS
0.12690730522178298,0.007027920085825324,-0.008719674256583248,1.1290813580077619,5.11250812328384,5289117.432730501,3.716168089217865,0.0,2003.10.22.22.54.13,1st_test,IMS
0.12630963832758255,0.006951255587692856,-0.022047795394878947,0.8451399814127541,4.971097859222425,5242621.591646001,3.6588828302362546,0.0,2003.10.22.23.04.13,1st_test,IMS
0.12642947362208873,0.006979265128265023,-0.01858085293210604,0.8933350747250568,5.368159487598042,5251042.150207,3.5610749556148558,0.0,2003.10.22.23.14.13,1st_test,IMS
